"indiv","sample_type","Run","SampleID","Population","Collection_Location","day","month","year","Genotyped_Loci","GTperc","SRY_gt","ZFX_gt","ZFY_gt","SRY","ZFX","ZFY","Sex_gt","Sex_reads","Known_Sex","Estimated_AgeClass"
"17RH0284","feces","Nov2024","Pv17-608","SPS","Gertrude Island","6","Nov","17",106,91.38,NA,"G",NA,1,22,0,"Female","Female",NA,NA
"17RH0285","feces","Nov2024","Pv17-609","SPS","Gertrude Island","6","Nov","17",109,93.97,NA,"G",NA,0,187,0,"Female","Female",NA,NA
"17RH0286","feces","Nov2024","Pv17-610","SPS","Gertrude Island","6","Nov","17",93,80.17,NA,"G",NA,0,5,0,"Female","Female",NA,NA
"17RH0287","feces","Nov2024","Pv17-611","SPS","Gertrude Island","6","Nov","17",114,98.28,NA,"G",NA,1,652,0,"Female","Female",NA,NA
"17RH0288","feces","Nov2024","Pv17-612","SPS","Gertrude Island","6","Nov","17",109,93.97,NA,"G",NA,0,171,0,"Female","Female",NA,NA
"17RH0289","feces","Nov2024","Pv17-613","SPS","Gertrude Island","6","Nov","17",73,62.93,NA,"G",NA,0,6,0,"Female","Female",NA,NA
"17RH0290","feces","Nov2024","Pv17-614","SPS","Cutts Island","6","Oct","17",111,95.69,"T","G","A",155,52,38,"Male","Male",NA,NA
"17RH0291","feces","Nov2024","Pv17-615","SPS","Cutts Island","6","Oct","17",34,29.31,NA,NA,NA,0,1,0,NA,NA,NA,NA
"17RH0292","feces","Nov2024","Pv17-616","SPS","Cutts Island","6","Oct","17",95,81.9,NA,"G",NA,0,5,1,"Female","Female",NA,NA
"17RH0293","feces","Nov2024","Pv17-617","SPS","Cutts Island","6","Oct","17",96,82.76,NA,"G",NA,2,15,0,"Female","Maybe_Male",NA,NA
"17RH0294","feces","Nov2024","Pv17-618","SPS","Cutts Island","6","Oct","17",111,95.69,"T","G","A",229,253,48,"Male","Male",NA,NA
"17RH0295","feces","Nov2024","Pv17-619","SPS","Cutts Island","6","Oct","17",103,88.79,NA,"G",NA,0,14,0,"Female","Female",NA,NA
"17RH0296","feces","Nov2024","Pv17-620","SPS","Cutts Island","6","Oct","17",76,65.52,"T",NA,NA,8,1,0,"Male","Male",NA,NA
"17RH0297","feces","Nov2024","Pv17-621","SPS","Cutts Island","6","Oct","17",109,93.97,"T","G",NA,5,501,1,"Male","Male",NA,NA
"17RH0298","feces","Nov2024","Pv17-622","SPS","Cutts Island","6","Oct","17",95,81.9,"T",NA,"A",34,1,5,"Male","Male",NA,NA
"17RH0299","feces","Nov2024","Pv17-623","SPS","Cutts Island","6","Oct","17",110,94.83,NA,"G",NA,0,80,0,"Female","Female",NA,NA
"17RH0300","feces","Nov2024","Pv17-624","SPS","Eagle Island","6","Nov","17",72,62.07,"T","G",NA,6,3,0,"Male","Male",NA,NA
"17RH0301","feces","Nov2024","Pv17-625","SPS","Eagle Island","6","Nov","17",102,87.93,"T","G","A",105,21,26,"Male","Male",NA,NA
"17RH0302","feces","Nov2024","Pv17-626","SPS","Eagle Island","6","Nov","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0303","feces","Nov2024","Pv17-627","SPS","Eagle Island","6","Nov","17",17,14.66,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"17RH0304","feces","Nov2024","Pv17-628","SPS","Eagle Island","6","Nov","17",112,96.55,"T","G","A",2142,420,329,"Male","Male",NA,NA
"17RH0305","feces","Nov2024","Pv17-629","SPS","Eagle Island","6","Nov","17",89,76.72,"T","G","A",15,10,4,"Male","Male",NA,NA
"17RH0306","feces","Nov2024","Pv17-630","SPS","Eagle Island","6","Nov","17",36,31.03,"T",NA,NA,3,0,0,"Male","Male",NA,NA
"17RH0307","feces","Nov2024","Pv17-631","SPS","Eagle Island","6","Nov","17",0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA
"17RH0308","feces","Nov2024","Pv17-632","SPS","Eagle Island","6","Nov","17",36,31.03,"T",NA,NA,4,1,0,"Male","Male",NA,NA
"17RH0309","feces","Nov2024","Pv17-633","SPS","Eagle Island","6","Nov","17",104,89.66,"T","G","A",59,16,16,"Male","Male",NA,NA
"17RH0310","feces","Nov2024","Pv17-634","SPS","Eagle Island","6","Nov","17",110,94.83,"T","G","A",456,156,119,"Male","Male",NA,NA
"17RH0311","feces","Nov2024","Pv17-635","SPS","Eagle Island","6","Nov","17",99,85.34,"T","G","A",34,7,8,"Male","Male",NA,NA
"17RH0312","feces","Nov2024","Pv17-636","SPS","Eagle Island","6","Nov","17",108,93.1,"T","G","A",121,32,18,"Male","Male",NA,NA
"17RH0313","feces","Nov2024","Pv17-637","SPS","Eagle Island","6","Nov","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0314","feces","Nov2024","Pv17-638","SPS","Eagle Island","6","Nov","17",109,93.97,"T","G","A",269,44,34,"Male","Male",NA,NA
"17RH0315","feces","Nov2024","Pv17-639","SPS","Eagle Island","6","Nov","17",4,3.45,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0316","feces","Nov2024","Pv17-640","SPS","Gertrude Island","14","Dec","17",110,94.83,"T","G",NA,10,76,1,"Male","Male",NA,NA
"17RH0317","feces","Nov2024","Pv17-641","SPS","Gertrude Island","14","Dec","17",105,90.52,"T","G","A",22,83,9,"Male","Male",NA,NA
"17RH0318","feces","Nov2024","Pv17-642","SPS","Gertrude Island","14","Dec","17",99,85.34,"T","G","A",28,7,5,"Male","Male",NA,NA
"17RH0319","feces","Nov2024","Pv17-643","SPS","Gertrude Island","14","Dec","17",110,94.83,NA,"G",NA,0,69,0,"Female","Female",NA,NA
"17RH0320","feces","Nov2024","Pv17-644","SPS","Gertrude Island","14","Dec","17",108,93.1,"T","G","A",113,97,30,"Male","Male",NA,NA
"17RH0321","feces","Nov2024","Pv17-645","SPS","Gertrude Island","14","Dec","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0322","feces","Nov2024","Pv17-646","SPS","Cutts Island","14","Dec","17",93,80.17,"T",NA,"A",25,1,5,"Male","Male",NA,NA
"17RH0323","feces","Nov2024","Pv17-647","SPS","Cutts Island","14","Dec","17",106,91.38,"T","G","A",64,13,12,"Male","Male",NA,NA
"17RH0324","feces","Nov2024","Pv17-648","SPS","Cutts Island","14","Dec","17",57,49.14,"T","G",NA,5,3,2,"Male","Male",NA,NA
"17RH0325","feces","Nov2024","Pv17-649","SPS","Cutts Island","14","Dec","17",110,94.83,"T","G","A",167,21,34,"Male","Male",NA,NA
"17RH0326","feces","Nov2024","Pv17-650","SPS","Cutts Island","14","Dec","17",105,90.52,"T","G","A",48,8,12,"Male","Male",NA,NA
"17RH0327","feces","Nov2024","Pv17-651","SPS","Cutts Island","14","Dec","17",110,94.83,"T","G","A",38,58,12,"Male","Male",NA,NA
"17RH0328","feces","Nov2024","Pv17-652","SPS","Cutts Island","14","Dec","17",83,71.55,"T","G","A",9,4,5,"Male","Male",NA,NA
"17RH0329","feces","Nov2024","Pv17-653","SPS","Cutts Island","14","Dec","17",111,95.69,"T","G","A",1595,532,332,"Male","Male",NA,NA
"17RH0330","feces","Nov2024","Pv17-654","SPS","Cutts Island","14","Dec","17",110,94.83,"T","G","A",270,46,43,"Male","Male",NA,NA
"17RH0331","feces","Nov2024","Pv17-655","SPS","Cutts Island","14","Dec","17",110,94.83,"T","G","A",332,99,51,"Male","Male",NA,NA
"17RH0332","feces","Nov2024","Pv17-656","SPS","Cutts Island","14","Dec","17",0,0,NA,NA,NA,2,2,0,NA,"Maybe_Male",NA,NA
"17RH0333","feces","Nov2024","Pv17-657","SPS","Cutts Island","14","Dec","17",59,50.86,NA,NA,NA,0,2,0,NA,NA,NA,NA
"17RH0334","feces","Nov2024","Pv17-658","SPS","Eagle Island","1","Dec","17",20,17.24,NA,NA,NA,0,0,1,NA,NA,NA,NA
"17RH0335","feces","Nov2024","Pv17-659","SPS","Eagle Island","1","Dec","17",12,10.34,"T",NA,NA,6,0,1,"Male","Male",NA,NA
"17RH0336","feces","Nov2024","Pv17-660","SPS","Eagle Island","1","Dec","17",86,74.14,"T",NA,NA,11,1,1,"Male","Male",NA,NA
"17RH0337","feces","Nov2024","Pv17-661","SPS","Eagle Island","1","Dec","17",2,1.72,NA,NA,NA,1,1,0,NA,NA,NA,NA
"17RH0338","feces","Nov2024","Pv17-662","SPS","Eagle Island","1","Dec","17",89,76.72,"T","G","A",13,13,12,"Male","Male",NA,NA
"17RH0339","feces","Nov2024","Pv17-663","SPS","Eagle Island","1","Dec","17",3,2.59,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0340","feces","Nov2024","Pv17-664","SPS","Eagle Island","1","Dec","17",103,88.79,"T","G","A",97,37,44,"Male","Male",NA,NA
"17RH0341","feces","Nov2024","Pv17-665","SPS","Eagle Island","1","Dec","17",40,34.48,NA,NA,"A",2,2,5,"Male","Maybe_Male",NA,NA
"17RH0342","feces","Nov2024","Pv17-666","SPS","Eagle Island","1","Dec","17",104,89.66,"T","G","A",67,13,14,"Male","Male",NA,NA
"17RH0343","feces","Nov2024","Pv17-667","SPS","Eagle Island","1","Dec","17",112,96.55,NA,"G",NA,0,402,1,"Female","Female",NA,NA
"17RH0344","feces","Nov2024","Pv17-668","SPS","Eagle Island","1","Dec","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0345","feces","Nov2024","Pv17-669","SPS","Eagle Island","1","Dec","17",0,0,NA,NA,NA,0,1,0,NA,NA,NA,NA
"17RH0346","feces","Nov2024","Pv17-670","SPS","Eagle Island","1","Dec","17",109,93.97,"T","G","A",143,23,17,"Male","Male",NA,NA
"17RH0347","feces","Nov2024","Pv17-671","SPS","Eagle Island","1","Dec","17",0,0,NA,NA,NA,1,0,1,NA,NA,NA,NA
"17RH0348","feces","Nov2024","Pv17-672","SPS","Eagle Island","1","Dec","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0349","feces","Nov2024","Pv17-673","SPS","Eagle Island","1","Dec","17",100,86.21,"T","G","A",79,27,19,"Male","Male",NA,NA
"17RH0350","feces","Nov2024","Pv17-674","SPS","Eagle Island","1","Dec","17",85,73.28,NA,"G",NA,0,15,0,"Female","Female",NA,NA
"17RH0351","feces","Nov2024","Pv17-675","SPS","Eagle Island","1","Dec","17",108,93.1,"T","G","A",321,85,82,"Male","Male",NA,NA
"17RH0352","feces","Nov2024","Pv17-676","SPS","Eagle Island","1","Dec","17",111,95.69,"T","G","A",276,82,57,"Male","Male",NA,NA
"17RH0353","feces","Nov2024","Pv17-677","SPS","Eagle Island","1","Dec","17",37,31.9,"T",NA,NA,3,0,0,"Male","Male",NA,NA
"17RH0354","feces","Nov2024","Pv17-678","SPS","Eagle Island","1","Dec","17",102,87.93,"T","G","A",67,16,12,"Male","Male",NA,NA
"17RH0355","feces","Nov2024","Pv17-679","SPS","Eagle Island","1","Dec","17",71,61.21,"T","G","A",9,3,3,"Male","Male",NA,NA
"17RH0356","feces","Nov2024","Pv17-680","SPS","Eagle Island","1","Dec","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0357","feces","Nov2024","Pv17-681","SPS","Eagle Island","1","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0358","feces","Nov2024","Pv17-682","SPS","Eagle Island","1","Dec","17",0,0,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"17RH0359","feces","Nov2024","Pv17-683","SPS","Eagle Island","1","Dec","17",5,4.31,NA,NA,NA,1,0,0,NA,NA,NA,NA
"17RH0360","feces","Nov2024","Pv17-684","SPS","Eagle Island","1","Dec","17",40,34.48,"T",NA,"A",3,1,4,"Male","Male",NA,NA
"17RH0361","feces","Nov2024","Pv17-685","SPS","Eagle Island","1","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0362","feces","Nov2024","Pv17-686","SPS","Eagle Island","1","Dec","17",99,85.34,"T","G","A",32,6,7,"Male","Male",NA,NA
"17RH0363","feces","Nov2024","Pv17-687","SPS","Eagle Island","1","Dec","17",109,93.97,"T","G","A",738,199,173,"Male","Male",NA,NA
"17RH0364","feces","Nov2024","Pv17-688","SPS","Eagle Island","1","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0365","feces","Nov2024","Pv17-689","SPS","Eagle Island","1","Dec","17",76,65.52,"T",NA,NA,8,2,0,"Male","Male",NA,NA
"17RH0366","feces","Nov2024","Pv17-690","SPS","Eagle Island","1","Dec","17",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0367","feces","Nov2024","Pv17-691","SPS","Eagle Island","1","Dec","17",95,81.9,"T","G",NA,32,14,1,"Male","Male",NA,NA
"17RH0368","feces","Nov2024","Pv17-692","SPS","Eagle Island","1","Dec","17",104,89.66,"T","G","A",59,9,15,"Male","Male",NA,NA
"17RH0369","feces","Nov2024","Pv17-693","SPS","Eagle Island","14","Dec","17",101,87.07,"T","G","A",36,5,4,"Male","Male",NA,NA
"17RH0370","feces","Nov2024","Pv17-694","SPS","Eagle Island","14","Dec","17",99,85.34,"T","G","A",24,25,11,"Male","Male",NA,NA
"17RH0371","feces","Nov2024","Pv17-695","SPS","Eagle Island","14","Dec","17",106,91.38,NA,"G",NA,1,42,0,"Female","Female",NA,NA
"17RH0372","feces","Nov2024","Pv17-696","SPS","Eagle Island","14","Dec","17",105,90.52,"T","G","A",87,21,10,"Male","Male",NA,NA
"17RH0373","feces","Nov2024","Pv17-697","SPS","Eagle Island","14","Dec","17",57,49.14,"T",NA,NA,8,2,2,"Male","Male",NA,NA
"17RH0374","feces","Nov2024","Pv17-698","SPS","Eagle Island","14","Dec","17",2,1.72,NA,NA,NA,1,0,0,NA,NA,NA,NA
"17RH0375","feces","Nov2024","Pv17-699","SPS","Eagle Island","14","Dec","17",102,87.93,NA,"G",NA,1,21,1,"Female","Female",NA,NA
"17RH0376","feces","Nov2024","Pv17-700","SPS","Eagle Island","14","Dec","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0377","feces","Nov2024","Pv17-701","SPS","Eagle Island","14","Dec","17",110,94.83,"T","G","A",130,21,17,"Male","Male",NA,NA
"17RH0378","feces","Nov2024","Pv17-702","SPS","Eagle Island","14","Dec","17",110,94.83,"T","G","A",113,44,37,"Male","Male",NA,NA
"17RH0379","feces","Nov2024","Pv17-703","SPS","Eagle Island","14","Dec","17",1,0.86,NA,NA,NA,1,0,0,NA,NA,NA,NA
"17RH0380","feces","Nov2024","Pv17-704","SPS","Eagle Island","14","Dec","17",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0381","feces","Nov2024","Pv17-705","SPS","Eagle Island","14","Dec","17",110,94.83,"T","G","A",196,41,28,"Male","Male",NA,NA
"17RH0382","feces","Nov2024","Pv17-706","SPS","Eagle Island","14","Dec","17",4,3.45,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0383","feces","Nov2024","Pv17-707","SPS","Eagle Island","14","Dec","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0384","feces","Nov2024","Pv17-708","SPS","Eagle Island","14","Dec","17",110,94.83,"T","G","A",492,202,282,"Male","Male",NA,NA
"17RH0385","feces","Nov2024","Pv17-709","SPS","Eagle Island","14","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0386","feces","Nov2024","Pv17-710","SPS","Eagle Island","14","Dec","17",110,94.83,"T","G","A",226,78,63,"Male","Male",NA,NA
"17RH0387","feces","Nov2024","Pv17-711","SPS","Eagle Island","14","Dec","17",5,4.31,"T",NA,NA,3,2,0,"Male","Male",NA,NA
"17RH0388","feces","Nov2024","Pv17-712","SPS","Eagle Island","14","Dec","17",114,98.28,"T","G","A",2790,526,530,"Male","Male",NA,NA
"17RH0389","feces","Nov2024","Pv17-713","SPS","Eagle Island","14","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0390","feces","Nov2024","Pv17-714","SPS","Eagle Island","14","Dec","17",110,94.83,"T","G","A",255,49,59,"Male","Male",NA,NA
"17RH0391","feces","Nov2024","Pv17-715","SPS","Eagle Island","14","Dec","17",50,43.1,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0392","feces","Nov2024","Pv17-716","SPS","Eagle Island","14","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0393","feces","Nov2024","Pv17-717","SPS","Eagle Island","14","Dec","17",9,7.76,NA,NA,NA,1,0,0,NA,NA,NA,NA
"17RH0394","feces","Nov2024","Pv17-718","SPS","Eagle Island","14","Dec","17",26,22.41,NA,NA,NA,0,2,0,NA,NA,NA,NA
"17RH0395","feces","Nov2024","Pv17-719","SPS","Eagle Island","14","Dec","17",83,71.55,"T","G",NA,7,9,1,"Male","Male",NA,NA
"17RH0396","feces","Nov2024","Pv17-720","SPS","Eagle Island","14","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0397","feces","Nov2024","Pv17-721","SPS","Eagle Island","14","Dec","17",70,60.34,"T",NA,"A",5,1,3,"Male","Male",NA,NA
"17RH0398","feces","Nov2024","Pv17-722","SPS","Eagle Island","14","Dec","17",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0399","feces","Nov2024","Pv17-723","SPS","Eagle Island","14","Dec","17",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"17RH0400","feces","Nov2024","Pv17-724","SPS","Eagle Island","14","Dec","17",109,93.97,"T","G","A",78,9,13,"Male","Male",NA,NA
"18OO0001_2","feces","Nov2024","Pv18-0013","SPS","Commencement Bay","26","Apr","2018",30,25.86,NA,NA,NA,2,1,0,NA,"Maybe_Male",NA,NA
"18OO0002_2","feces","Nov2024","Pv18-0014","SPS","Commencement Bay","26","Apr","2018",112,96.55,"T","G","A",329,48,43,"Male","Male",NA,NA
"18OO0003_2","feces","Nov2024","Pv18-0015","SPS","Commencement Bay","26","Apr","2018",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0004_2","feces","Nov2024","Pv18-0016","SPS","Commencement Bay","26","Apr","2018",50,43.1,"T","G",NA,8,4,0,"Male","Male",NA,NA
"18OO0005_2","feces","Nov2024","Pv18-0017","SPS","Commencement Bay","26","Apr","2018",31,26.72,NA,NA,NA,1,1,0,NA,NA,NA,NA
"18OO0006_2","feces","Nov2024","Pv18-0018","SPS","Commencement Bay","26","Apr","2018",26,22.41,NA,NA,NA,0,1,1,NA,NA,NA,NA
"18OO0007_2","feces","Nov2024","Pv18-0019","SPS","Commencement Bay","26","Apr","2018",95,81.9,NA,"G",NA,0,5,0,"Female","Female",NA,NA
"18OO0008_2","feces","Nov2024","Pv18-0020","SPS","Commencement Bay","26","Apr","2018",0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0009_2","feces","Nov2024","Pv18-0021","SPS","Commencement Bay","26","Apr","2018",22,18.97,NA,NA,NA,1,0,0,NA,NA,NA,NA
"18OO0010_2","feces","Nov2024","Pv18-0022","SPS","Commencement Bay","26","Apr","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0011_2","feces","Nov2024","Pv18-0023","SPS","Commencement Bay","26","Apr","2018",64,55.17,"T",NA,NA,5,2,2,"Male","Male",NA,NA
"18OO0012_2","feces","Nov2024","Pv18-0024","SPS","Commencement Bay","26","Apr","2018",25,21.55,"T",NA,NA,3,1,0,"Male","Male",NA,NA
"18OO0013_2","feces","Nov2024","Pv18-0025","SPS","Commencement Bay","26","Apr","2018",10,8.62,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"18OO0014_2","feces","Nov2024","Pv18-0026","SPS","Commencement Bay","26","Apr","2018",42,36.21,"T",NA,NA,8,2,1,"Male","Male",NA,NA
"18OO0015_2","feces","Nov2024","Pv18-0027","SPS","Commencement Bay","26","Apr","2018",106,91.38,"T","G","A",43,13,6,"Male","Male",NA,NA
"18OO0016_2","feces","Nov2024","Pv18-0028","SPS","Commencement Bay","26","Apr","2018",9,7.76,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0017_2","feces","Nov2024","Pv18-0029","SPS","Commencement Bay","26","Apr","2018",11,9.48,NA,NA,NA,2,0,0,NA,"Maybe_Male",NA,NA
"18OO0018_2","feces","Nov2024","Pv18-0030","SPS","Commencement Bay","26","Apr","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0019_2","feces","Nov2024","Pv18-0031","SPS","Commencement Bay","26","Apr","2018",26,22.41,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0020_2","feces","Nov2024","Pv18-0032","SPS","Commencement Bay","26","Apr","2018",111,95.69,"T","G","A",166,47,26,"Male","Male",NA,NA
"18OO0021_2","feces","Nov2024","Pv18-0033","SPS","Commencement Bay","26","Apr","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0022_2","feces","Nov2024","Pv18-0034","SPS","Commencement Bay","26","Apr","2018",5,4.31,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0023_2","feces","Nov2024","Pv18-0035","SPS","Commencement Bay","26","Apr","2018",2,1.72,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0024_2","feces","Nov2024","Pv18-0036","SPS","Commencement Bay","26","Apr","2018",110,94.83,"T","G","A",219,52,30,"Male","Male",NA,NA
"18OO0025_2","feces","Nov2024","Pv18-0037","SPS","Commencement Bay","26","Apr","2018",8,6.9,NA,NA,NA,0,0,1,NA,NA,NA,NA
"18OO0026_2","feces","Nov2024","Pv18-0038","SPS","Commencement Bay","26","Apr","2018",107,92.24,"T","G","A",71,22,20,"Male","Male",NA,NA
"18OO0027","feces","Nov2024","Pv18-0039","SPS","Woodard Bay","27","Apr","2018",82,70.69,NA,"G",NA,0,3,0,"Female","Female",NA,NA
"18OO0028","feces","Nov2024","Pv18-0040","SPS","Eagle Island","27","Apr","2018",24,20.69,NA,NA,NA,0,1,0,NA,NA,NA,NA
"18OO0029","feces","Nov2024","Pv18-0041","SPS","Gertrude Island","27","Apr","2018",88,75.86,NA,"G",NA,0,11,0,"Female","Female",NA,NA
"18OO0030","feces","Nov2024","Pv18-0042","SPS","Cutts Island","27","Apr","2018",111,95.69,"T","G","A",149,37,26,"Male","Male",NA,NA
"18OO0031","feces","Nov2024","Pv18-0043","SPS","Cutts Island","27","Apr","2018",112,96.55,"T","G","A",1157,370,275,"Male","Male",NA,NA
"18OO0032","feces","Nov2024","Pv18-0044","SPS","Cutts Island","27","Apr","2018",114,98.28,NA,"G",NA,2,206,1,"Female","Maybe_Male",NA,NA
"18OO0033","feces","Nov2024","Pv18-0045","SPS","Cutts Island","27","Apr","2018",96,82.76,"T","G","A",12,5,6,"Male","Male",NA,NA
"18OO0034","feces","Nov2024","Pv18-0046","SPS","Cutts Island","27","Apr","2018",107,92.24,"T","G","A",31,10,7,"Male","Male",NA,NA
"18OO0035","feces","Nov2024","Pv18-0047","SPS","Cutts Island","27","Apr","2018",107,92.24,"T","G","A",22,6,4,"Male","Male",NA,NA
"18OO0036","feces","Nov2024","Pv18-0048","SPS","Cutts Island","27","Apr","2018",111,95.69,"T","G","A",322,70,68,"Male","Male",NA,NA
"18OO0037","feces","Nov2024","Pv18-0049","SPS","Cutts Island","27","Apr","2018",111,95.69,"T","G","A",357,173,120,"Male","Male",NA,NA
"18OO0038","feces","Nov2024","Pv18-0050","SPS","Cutts Island","27","Apr","2018",94,81.03,"T","G","A",7,8,4,"Male","Male",NA,NA
"18OO0039","feces","Nov2024","Pv18-0051","SPS","Cutts Island","27","Apr","2018",80,68.97,NA,NA,"A",2,0,5,"Male","Maybe_Male",NA,NA
"18OO0040","feces","Nov2024","Pv18-0052","SPS","Cutts Island","27","Apr","2018",115,99.14,"T","G","A",2356,388,342,"Male","Male",NA,NA
"18OO0041","feces","Nov2024","Pv18-0053","SPS","Cutts Island","27","Apr","2018",62,53.45,"T",NA,NA,6,0,1,"Male","Male",NA,NA
"18OO0042","feces","Nov2024","Pv18-0054","SPS","Cutts Island","27","Apr","2018",102,87.93,NA,"G",NA,1,7,0,"Female","Female",NA,NA
"18OO0043","feces","Nov2024","Pv18-0055","SPS","Cutts Island","27","Apr","2018",109,93.97,"T","G","A",122,17,12,"Male","Male",NA,NA
"18OO0135","feces","Nov2024","Pv18-0147","SPS","Cutts Island","11","May","2018",32,27.59,"T",NA,NA,3,2,1,"Male","Male",NA,NA
"18OO0136","feces","Nov2024","Pv18-0148","SPS","Cutts Island","11","May","2018",101,87.07,"T","G","A",40,11,5,"Male","Male",NA,NA
"18OO0137","feces","Nov2024","Pv18-0149","SPS","Cutts Island","11","May","2018",9,7.76,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0138","feces","Nov2024","Pv18-0150","SPS","Cutts Island","11","May","2018",91,78.45,"T","G",NA,11,3,2,"Male","Male",NA,NA
"18OO0139","feces","Nov2024","Pv18-0151","SPS","Cutts Island","11","May","2018",43,37.07,NA,NA,NA,2,2,0,NA,"Maybe_Male",NA,NA
"18OO0140","feces","Nov2024","Pv18-0152","SPS","Cutts Island","11","May","2018",25,21.55,NA,NA,NA,2,2,0,NA,"Maybe_Male",NA,NA
"18OO0141","feces","Nov2024","Pv18-0153","SPS","Cutts Island","11","May","2018",104,89.66,"T","G","A",47,4,12,"Male","Male",NA,NA
"18OO0142","feces","Nov2024","Pv18-0154","SPS","Cutts Island","11","May","2018",91,78.45,"T","G","A",22,3,4,"Male","Male",NA,NA
"18OO0143","feces","Nov2024","Pv18-0155","SPS","Cutts Island","11","May","2018",26,22.41,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0144","feces","Nov2024","Pv18-0156","SPS","Cutts Island","11","May","2018",69,59.48,"T","G",NA,8,4,2,"Male","Male",NA,NA
"18OO0145","feces","Nov2024","Pv18-0157","SPS","Cutts Island","11","May","2018",102,87.93,"T","G","A",48,8,9,"Male","Male",NA,NA
"18OO0146","feces","Nov2024","Pv18-0158","SPS","Cutts Island","11","May","2018",103,88.79,"T","G","A",38,7,9,"Male","Male",NA,NA
"18OO0147","feces","Nov2024","Pv18-0159","SPS","Cutts Island","11","May","2018",3,2.59,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0148","feces","Nov2024","Pv18-0160","SPS","Woodard Bay","18","May","2018",21,18.1,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0149","feces","Nov2024","Pv18-0161","SPS","Woodard Bay","18","May","2018",2,1.72,NA,NA,NA,0,2,0,NA,NA,NA,NA
"18OO0150","feces","Nov2024","Pv18-0162","SPS","Woodard Bay","18","May","2018",24,20.69,NA,NA,NA,0,0,0,NA,NA,NA,NA
"18OO0151","feces","Nov2024","Pv18-0163","SPS","Woodard Bay","18","May","2018",20,17.24,NA,NA,NA,0,1,0,NA,NA,NA,NA
"18OO0152","feces","Nov2024","Pv18-0164","SPS","Woodard Bay","18","May","2018",1,0.86,NA,NA,NA,1,0,0,NA,NA,NA,NA
"18OO0153","feces","Nov2024","Pv18-0165","SPS","Cutts Island","18","May","2018",112,96.55,NA,"G",NA,0,276,0,"Female","Female",NA,NA
"18OO0154","feces","Nov2024","Pv18-0166","SPS","Cutts Island","18","May","2018",102,87.93,"T","G","A",30,5,4,"Male","Male",NA,NA
"18OO0155","feces","Nov2024","Pv18-0167","SPS","Cutts Island","18","May","2018",43,37.07,NA,NA,NA,2,1,0,NA,"Maybe_Male",NA,NA
"18OO0156","feces","Nov2024","Pv18-0168","SPS","Cutts Island","18","May","2018",105,90.52,"T","G","A",46,8,5,"Male","Male",NA,NA
